Destination Airport,Lat,Long,name
LGB,33.82,-118.15,Long Beach /Daugherty Field/ Airport
LGC,33.01,-85.07,LaGrange Callaway Airport
LGD,45.29,-118.01,La Grande/Union County Airport
LGF,32.86,-114.40,Laguna Army Airfield
LGU,41.79,-111.85,Logan-Cache Airport
LHC,35.28,-89.67,Arlington Municipal Airport
LHV,41.14,-77.42,William T. Piper Memorial Airport
LIY,31.89,-81.56,Wright AAF (Fort Stewart)/Midcoast Regional Airport
LFN,36.02,-78.33,Triangle North Executive Airport
LIC,39.27,-103.67,Limon Municipal Airport
LIT,34.73,-92.22,Bill & Hillary Clinton National Airport/Adams Field
LKP,44.26,-73.96,Lake Placid Airport
LOW,38.01,-77.97,Louisa County Airport/Freeman Field
LKV,42.16,-120.40,Lake County Airport
CHL,44.52,-114.22,Challis Airport
LMS,33.15,-89.06,Louisville Winston County Airport
LMT,42.16,-121.73,Crater Lake-Klamath Regional Airport
LNA,26.59,-80.09,Palm Beach County Park Airport
LND,42.82,-108.73,Hunt Field
LNK,40.85,-96.76,Lincoln Airport
LNN,41.68,-81.39,Lake County Executive Airport
LNP,36.99,-82.53,Lonesome Pine Airport
LNR,43.21,-90.18,Tri-County Regional Airport
LNS,40.12,-76.30,Lancaster Airport
LOL,40.07,-118.57,Derby Field
BBX,40.14,-75.27,Wings Field
LOT,41.61,-88.10,Lewis University Airport
LOU,38.23,-85.66,Bowman Field
LOZ,37.08,-84.08,London-Corbin Airport/Magee Field
LPC,34.67,-120.47,Lompoc Airport
LQK,34.81,-82.70,Pickens County Airport
LRD,27.54,-99.46,Laredo International Airport
LRF,34.92,-92.15,Little Rock Air Force Base
LRJ,42.78,-96.19,Le Mars Municipal Airport
LRU,32.29,-106.92,Las Cruces International Airport
LSB,32.33,-108.69,Lordsburg Municipal Airport
LSE,43.88,-91.26,La Crosse Municipal Airport
LSF,32.34,-84.99,Lawson Army Air Field (Fort Benning)
LSK,42.75,-104.40,Lusk Municipal Airport
LSN,37.06,-120.87,Los Banos Municipal Airport
LSV,36.24,-115.03,Nellis Air Force Base
LTS,34.67,-99.27,Altus Air Force Base
LUF,33.53,-112.38,Luke Air Force Base
LUK,39.10,-84.42,Cincinnati Municipal Airport Lunken Field
LUL,31.67,-89.17,Hesler Noble Field
LVK,37.69,-121.82,Livermore Municipal Airport
LVL,36.77,-77.79,Brunswick Municipal Airport
LVM,45.70,-110.45,Mission Field
LVS,35.65,-105.14,Las Vegas Municipal Airport
LWB,37.86,-80.40,Greenbrier Valley Airport
LWC,39.01,-95.22,Lawrence Municipal Airport
LWL,41.12,-114.92,Wells Municipal Airport/Harriet Field
LWM,42.72,-71.12,Lawrence Municipal Airport
LWS,46.37,-117.01,Lewiston Nez Perce County Airport
LWT,47.05,-109.47,Lewistown Municipal Airport
LWV,38.76,-87.61,Lawrenceville Vincennes International Airport
LXN,40.79,-99.78,Jim Kelly Field
LXV,39.22,-106.32,Lake County Airport
LYH,37.33,-79.20,Lynchburg Regional Preston Glenn Field
LYO,38.34,-98.23,Lyons-Rice County Municipal Airport
LZU,33.98,-83.96,Gwinnett County Briscoe Field
PCU,30.79,-89.50,Poplarville Pearl River County Airport
MLK,48.37,-107.92,Malta Airport
MAC,32.82,-83.56,Macon Downtown Airport
MAE,36.99,-120.11,Madera Municipal Airport
MAF,31.94,-102.20,Midland International Airport
MAW,36.60,-89.99,Malden Regional Airport
MBG,45.55,-100.41,Mobridge Municipal Airport
MBL,44.27,-86.25,Manistee Co Blacker Airport
DXE,32.44,-90.10,Bruce Campbell Field
MBS,43.53,-84.08,MBS International Airport
MBY,39.46,-92.43,Omar N Bradley Airport
MCB,31.18,-90.47,Mc Comb/Pike County Airport/John E Lewis Field
MCC,38.67,-121.40,Mc Clellan Airfield
MCD,45.86,-84.64,Mackinac Island Airport
MCE,37.28,-120.51,Merced Regional Macready Field
MCF,27.85,-82.52,Mac Dill Air Force Base
MCI,39.30,-94.71,Kansas City International Airport
MCK,40.21,-100.59,Mc Cook Ben Nelson Regional Airport
MCN,32.69,-83.65,Middle Georgia Regional Airport
MCO,28.43,-81.31,Orlando International Airport
MCW,43.16,-93.33,Mason City Municipal Airport
MDA,29.43,-98.38,Martindale Army Heliport
MDD,32.04,-102.10,Midland Airpark
MDH,37.78,-89.25,Southern Illinois Airport
XMD,44.02,-97.09,Madison Municipal Airport
MDT,40.19,-76.76,Harrisburg International Airport
MDW,41.79,-87.75,Chicago Midway International Airport
MDF,45.10,-90.30,Taylor County Airport
MXE,34.79,-79.37,Laurinburg Maxton Airport
MEI,32.33,-88.75,Key Field
MEM,35.04,-89.98,Memphis International Airport
MER,37.38,-120.57,Castle Airport
MEV,39.00,-119.75,Minden-Tahoe Airport
MFD,40.82,-82.52,Mansfield Lahm Regional Airport
MFE,26.18,-98.24,Mc Allen Miller International Airport
MFI,44.64,-90.19,Marshfield Municipal Airport
MFR,42.37,-122.87,Rogue Valley International Medford Airport
MFV,37.65,-75.76,Accomack County Airport
MGC,41.70,-86.82,Michigan City Municipal Airport
MGE,33.92,-84.52,Dobbins Air Reserve Base
MGJ,41.51,-74.26,Orange County Airport
MGM,32.30,-86.39,Montgomery Regional (Dannelly Field) Airport
MGR,31.08,-83.80,Moultrie Municipal Airport
MGW,39.64,-79.92,Morgantown Municipal Walter L. Bill Hart Field
MGY,39.59,-84.22,Dayton-Wright Brothers Airport
MHE,43.77,-98.04,Mitchell Municipal Airport
MHK,39.14,-96.67,Manhattan Regional Airport
MHL,39.10,-93.20,Marshall Memorial Municipal Airport
MHR,38.55,-121.30,Sacramento Mather Airport
MHT,42.93,-71.44,Manchester-Boston Regional Airport
MHV,35.06,-118.15,Mojave Airport
MIA,25.79,-80.29,Miami International Airport
MIB,48.42,-101.36,Minot Air Force Base
MIE,40.24,-85.40,Delaware County Johnson Field
MIT,35.51,-119.19,Shafter Airport - Minter Field
MIV,39.37,-75.07,Millville Municipal Airport
MJX,39.93,-74.29,Ocean County Airport
MKC,39.12,-94.59,Charles B. Wheeler Downtown Airport
MKE,42.95,-87.90,General Mitchell International Airport
MKG,43.17,-86.24,Muskegon County Airport
MKL,35.60,-88.92,McKellar-Sipes Regional Airport
MRK,26.00,-81.67,Marco Island Executive Airport
MLB,28.10,-80.65,Melbourne International Airport
MLC,34.88,-95.78,Mc Alester Regional Airport
MLI,41.45,-90.51,Quad City International Airport
MLS,46.43,-105.89,Frank Wiley Field
MLU,32.51,-92.04,Monroe Regional Airport
MMH,37.62,-118.84,Mammoth Yosemite Airport
MMI,35.40,-84.56,McMinn County Airport
MML,44.45,-95.82,Southwest Minnesota Regional Airport - Marshall/Ryan Field
MMS,34.23,-90.29,Selfs Airport
MMT,33.92,-80.80,Mc Entire Joint National Guard Base
MMU,40.80,-74.41,Morristown Municipal Airport
MNM,45.13,-87.64,Menominee Regional Airport
MNN,40.62,-83.06,Marion Municipal Airport
MOB,30.69,-88.24,Mobile Regional Airport
MOD,37.63,-120.95,Modesto City Co-Harry Sham Field
MOT,48.26,-101.28,Minot International Airport
RMY,37.51,-120.04,Mariposa Yosemite Airport
MPJ,35.14,-92.91,Petit Jean Park Airport
MPO,41.14,-75.38,Pocono Mountains Municipal Airport
MPV,44.20,-72.56,Edward F Knapp State Airport
MPZ,40.95,-91.51,Mount Pleasant Municipal Airport
MQB,40.52,-90.65,Macomb Municipal Airport
MEO,35.92,-75.70,Dare County Regional Airport
CTH,39.98,-75.87,Chester County G O Carlson Airport
MQY,36.01,-86.52,Smyrna Airport
MRB,39.40,-77.98,Eastern WV Regional Airport/Shepherd Field
MRC,35.55,-87.18,Maury County Airport
MRF,30.37,-104.02,Marfa Municipal Airport
MRN,35.82,-81.61,Foothills Regional Airport
MRY,36.59,-121.84,Monterey Peninsula Airport
MSL,34.75,-87.61,Northwest Alabama Regional Airport
MSN,43.14,-89.34,Dane County Regional Truax Field
MSO,46.92,-114.09,Missoula International Airport
MSP,44.88,-93.22,Minneapolis-St Paul International/Wold-Chamberlain Airport
MSS,44.94,-74.85,Massena International Richards Field
MSV,41.70,-74.79,Sullivan County International Airport
MSY,29.99,-90.26,Louis Armstrong New Orleans International Airport
MTC,42.61,-82.84,Selfridge Air National Guard Base Airport
MTH,24.73,-81.05,The Florida Keys Marathon Airport
MTJ,38.51,-107.89,Montrose Regional Airport
MTN,39.33,-76.41,Martin State Airport
MTO,39.48,-88.28,Coles County Memorial Airport
MTP,41.08,-71.92,Montauk Airport
MTW,44.13,-87.68,Manitowoc County Airport
MUI,40.43,-76.57,Muir Army Air Field (Fort Indiantown Gap) Airport
MUO,43.04,-115.87,Mountain Home Air Force Base
MUT,41.37,-91.15,Muscatine Municipal Airport
MVC,31.46,-87.35,Monroe County Aeroplex Airport
MVE,44.97,-95.71,Montevideo Chippewa County Airport
MVL,44.53,-72.61,Morrisville Stowe State Airport
MVY,41.39,-70.61,Martha's Vineyard Airport
MWA,37.76,-89.01,Williamson County Regional Airport
MWC,43.11,-88.03,Lawrence J Timmerman Airport
MWH,47.21,-119.32,Grant County International Airport
MWL,32.78,-98.06,Mineral Wells Regional Airport
MWO,39.53,-84.40,Middletown Regional Airport
MXA,35.89,-90.15,Manila Municipal Airport
MXF,32.38,-86.37,Maxwell Air Force Base
MYF,32.82,-117.14,Montgomery-Gibbs Executive Airport
MYL,44.89,-116.10,McCall Municipal Airport
MYR,33.68,-78.93,Myrtle Beach International Airport
MYV,39.10,-121.57,Yuba County Airport
MZJ,32.51,-111.33,Pinal Airpark
MZZ,40.49,-85.68,Marion Municipal Airport
CTX,42.59,-76.21,Cortland County Chase Field
SXY,42.30,-75.42,Sidney Municipal Airport
ESP,41.04,-75.16,Stroudsburg Pocono Airport
NBG,29.83,-90.04,New Orleans NAS JRB/Alvin Callender Field
NHX,30.39,-87.64,Naval Outlying Field Barin
DGN,38.33,-77.04,Dahlgren Naval Surface Warfare Center Airport
NEL,40.03,-74.35,Lakehurst Maxfield Field Airport
NEN,30.35,-81.87,Whitehouse Naval Outlying Field
NEW,30.04,-90.03,Lakefront Airport
NFL,39.42,-118.70,Fallon Naval Air Station
FWH,32.77,-97.44,NAS Fort Worth JRB/Carswell Field
NGU,36.94,-76.29,Norfolk Naval Station (Chambers Field)
NGZ,37.79,-122.32,Alameda Naval Air Station
NHK,38.29,-76.41,Patuxent River Naval Air Station (Trapnell Field)
NHZ,43.89,-69.94,Brunswick Executive Airport
NIP,30.24,-81.68,Jacksonville Naval Air Station (Towers Field)
NJK,32.83,-115.67,El Centro NAF Airport (Vraciu Field)
NKX,32.87,-117.14,Miramar Marine Corps Air Station - Mitscher Field
NLC,36.33,-119.95,Lemoore Naval Air Station (Reeves Field) Airport
NPA,30.35,-87.32,Pensacola Naval Air Station/Forrest Sherman Field
NQA,35.36,-89.87,Millington-Memphis Airport
NQI,27.51,-97.81,Kingsville Naval Air Station
NQX,24.58,-81.69,Naval Air Station Key West/Boca Chica Field
NRB,30.39,-81.42,Naval Station Mayport (Admiral David L. Mcdonald Field)
NRS,32.57,-117.12,Naval Outlying Field Imperial Beach (Ream Field)
NSE,30.72,-87.02,Whiting Field Naval Air Station - North
NTD,34.12,-119.12,Point Mugu Naval Air Station (Naval Base Ventura Co)
NTU,36.82,-76.03,Oceana Naval Air Station
NUQ,37.42,-122.05,Moffett Federal Airfield
NUW,48.35,-122.66,Whidbey Island Naval Air Station (Ault Field)
YUM,32.66,-114.61,Yuma MCAS/Yuma International Airport
NZY,32.70,-117.21,North Island Naval Air Station-Halsey Field
NVN,39.82,-120.35,Nervino Airport
COA,38.03,-120.42,Columbia Airport
ODC,37.76,-120.80,Oakdale Airport
EYR,39.00,-119.16,Yerington Municipal Airport
OAJ,34.83,-77.61,Albert J Ellis Airport
OAK,37.72,-122.22,Metropolitan Oakland International Airport
OAR,36.68,-121.76,Marina Municipal Airport
OBE,27.26,-80.85,Okeechobee County Airport
OCF,29.17,-82.22,Ocala International Airport - Jim Taylor Field
OCH,31.58,-94.71,A L Mangham Jr. Regional Airport
OCW,35.57,-77.05,Warren Field
OEA,38.69,-87.55,O'Neal Airport
OEO,45.31,-92.69,L O Simenstad Municipal Airport
OFF,41.12,-95.91,Offutt Air Force Base
OFK,41.99,-97.44,Karl Stefan Memorial Airport
OGA,41.12,-101.77,Searle Field
OGB,33.46,-80.86,Orangeburg Municipal Airport
OGD,41.20,-112.01,Ogden Hinckley Airport
OGS,44.68,-75.47,Ogdensburg International Airport
OIC,42.57,-75.52,Lt Warren Eaton Airport
OIL,41.48,-79.74,Splane Memorial Airport
OJC,38.85,-94.74,Johnson County Executive Airport
OCN,33.22,-117.35,Oceanside Municipal Airport
OKC,35.39,-97.60,Will Rogers World Airport
ODW,48.25,-122.67,AJ Eisenberg Airport
OKK,40.53,-86.06,Kokomo Municipal Airport
OKM,35.67,-95.95,Okmulgee Regional Airport
OKS,41.40,-102.36,Garden County Airport/King Rhiley Field
WGO,39.14,-78.14,Winchester Regional Airport
OLD,44.95,-68.67,"Dewitt Field,Old Town Municipal Airport"
OLF,48.09,-105.57,L M Clayton Airport
OLM,46.97,-122.90,Olympia Regional Airport
OLS,31.42,-110.85,Nogales International Airport
OLV,34.98,-89.79,Olive Branch Airport
OMA,41.30,-95.89,Eppley Airfield
OMK,48.46,-119.52,Omak Airport
ONL,42.47,-98.69,The O'Neill Municipal John L Baker Field
ONO,44.02,-117.01,Ontario Municipal Airport
ONP,44.58,-124.06,Newport Municipal Airport
ONT,34.06,-117.60,Ontario International Airport
OPF,25.91,-80.28,Miami-Opa Locka Executive Airport
NCO,41.60,-71.41,Quonset State Airport
ORD,41.98,-87.90,Chicago O'Hare International Airport
ORF,36.89,-76.20,Norfolk International Airport
ORH,42.27,-71.88,Worcester Regional Airport
ORL,28.55,-81.33,Orlando Executive Airport
ESD,48.71,-122.91,Orcas Island Airport
OSC,44.45,-83.39,Oscoda Wurtsmith Airport
OSH,43.98,-88.56,Wittman Regional Airport
OSU,40.08,-83.07,The Ohio State University Airport - Don Scott Field
OTH,43.42,-124.25,Southwest Oregon Regional Airport
OTM,41.11,-92.45,Ottumwa Regional Airport
OUN,35.25,-97.47,University of Oklahoma Westheimer Airport
OVE,39.49,-121.62,Oroville Municipal Airport
OWA,44.12,-93.26,Owatonna Degner Regional Airport
OWB,37.74,-87.17,Owensboro Daviess County Airport
OWD,42.19,-71.17,Norwood Memorial Airport
OWK,44.72,-69.87,Central Maine Airport of Norridgewock
OCE,38.31,-75.12,Ocean City Municipal Airport
OXC,41.48,-73.14,Waterbury Oxford Airport
OXD,39.50,-84.78,Miami University Airport
OXR,34.20,-119.21,Oxnard Airport
KOY,57.16,-154.23,Olga Bay Seaplane Base
STQ,41.41,-78.50,St Marys Municipal Airport
OZA,30.74,-101.20,Ozona Municipal Airport
OZR,31.28,-85.71,Cairns AAF (Fort Rucker) Air Field
BSQ,31.36,-109.88,Bisbee Municipal Airport
PXL,35.79,-110.42,Polacca Airport
GLB,33.35,-110.67,San Carlos Apache Airport
HBK,34.94,-110.14,Holbrook Municipal Airport
CWX,32.25,-109.89,Cochise County Airport
PAE,47.91,-122.28,Snohomish County (Paine Field) Airport
PAH,37.06,-88.77,Barkley Regional Airport
PAM,30.07,-85.58,Tyndall Air Force Base
PJB,34.26,-111.34,Payson Airport
PAO,37.46,-122.11,Palo Alto Airport of Santa Clara County
KPB,56.35,-133.62,Point Baker Seaplane Base
PBF,34.17,-91.94,"Pine Bluff Regional Airport, Grider Field"
PBG,44.65,-73.47,Plattsburgh International Airport
PBI,26.68,-80.10,Palm Beach International Airport
PVL,37.56,-82.57,Pike County-Hatcher Field
PCD,43.02,-91.12,Prairie Du Chien Municipal Airport
PDK,33.88,-84.30,DeKalb Peachtree Airport
PDT,45.70,-118.84,Eastern Oregon Regional At Pendleton Airport
PDX,45.59,-122.60,Portland International Airport
PEQ,31.38,-103.51,Pecos Municipal Airport
PGA,36.93,-111.45,Page Municipal Airport
PGD,26.92,-81.99,Charlotte County Airport
PGR,36.06,-90.51,Kirk Field
PGV,35.64,-77.39,Pitt Greenville Airport
PHD,40.47,-81.42,Harry Clever Field
PHF,37.13,-76.49,Newport News Williamsburg International Airport
ADR,33.45,-79.53,Robert F Swinnie Airport
PHK,26.78,-80.69,Palm Beach County Glades Airport
PHL,39.87,-75.24,Philadelphia International Airport
PHN,42.91,-82.53,St Clair County International Airport
PHP,44.05,-101.60,Philip Airport
PHT,36.34,-88.38,Henry County Airport
PHX,33.43,-112.01,Phoenix Sky Harbor International Airport
PIA,40.66,-89.69,General Wayne A. Downing Peoria International Airport
PIB,31.47,-89.34,Hattiesburg Laurel Regional Airport
PIE,27.91,-82.69,St Petersburg Clearwater International Airport
PIH,42.91,-112.60,Pocatello Regional Airport
PIM,32.84,-84.88,Harris County Airport
PIR,44.38,-100.29,Pierre Regional Airport
PIT,40.49,-80.23,Pittsburgh International Airport
PKB,39.35,-81.44,Mid Ohio Valley Regional Airport
PKD,46.90,-95.07,Park Rapids Municipal Konshok Field
PKF,45.96,-90.42,Park Falls Municipal Airport
PLB,44.69,-73.52,Clinton County Airport
PLK,36.63,-93.23,M. Graham Clark Downtown Airport
PLN,45.57,-84.80,Pellston Regional Airport of Emmet County Airport
PLR,33.56,-86.25,St Clair County Airport
PMB,48.94,-97.24,Pembina Municipal Airport
PMD,34.63,-118.08,Palmdale Regional/USAF Plant 42 Airport
PMH,38.84,-82.85,Greater Portsmouth Regional Airport
PPM,26.25,-80.11,Pompano Beach Airpark
PWY,42.80,-109.81,Ralph Wenz Field
PNC,36.73,-97.10,Ponca City Regional Airport
PNE,40.08,-75.01,Northeast Philadelphia Airport
PNN,45.20,-67.56,Princeton Municipal Airport
PNS,30.47,-87.19,Pensacola International Airport
POB,35.17,-79.01,Pope Field
POC,34.09,-117.78,Brackett Field
POE,31.04,-93.19,Polk Army Air Field
POF,36.77,-90.32,Poplar Bluff Municipal Airport
POU,41.63,-73.88,Dutchess County Airport
POY,44.87,-108.79,Powell Municipal Airport
PPA,35.61,-101.00,Perry Lefors Field
PPF,37.33,-95.51,Tri-City Airport
LPO,41.57,-86.73,La Porte Municipal Airport
PQI,46.69,-68.04,Presque Isle International Airport
PGL,30.46,-88.53,Trent Lott International Airport
KPR,58.49,-152.58,Port Williams Seaplane Base
PRB,35.67,-120.63,Paso Robles Municipal Airport
PRC,34.65,-112.42,Prescott Regional Airport - Ernest A. Love Field
PRO,41.83,-94.16,Perry Municipal Airport
PRX,33.64,-95.45,Cox Field
PSC,46.26,-119.12,Tri Cities Airport
PSF,42.43,-73.29,Pittsfield Municipal Airport
PSK,37.14,-80.68,New River Valley Airport
PSM,43.08,-70.82,Portsmouth International at Pease Airport
PSN,31.78,-95.71,Palestine Municipal Airport
PGO,37.29,-107.06,Stevens Field
PSP,33.83,-116.51,Palm Springs International Airport
PSX,28.73,-96.25,Palacios Municipal Airport
PTB,37.18,-77.51,Dinwiddie County Airport
PTK,42.67,-83.42,Oakland County International Airport
PTN,29.71,-91.34,Harry P Williams Memorial Airport
PTT,37.70,-98.75,Pratt Regional Airport
PTV,36.03,-119.06,Porterville Municipal Airport
PTW,40.24,-75.56,Heritage Field
PUB,38.29,-104.50,Pueblo Memorial Airport
PUC,39.61,-110.75,Carbon County Regional/Buck Davis Field
PUW,46.74,-117.11,Pullman Moscow Regional Airport
PVC,42.07,-70.22,Provincetown Municipal Airport
PVD,41.73,-71.42,Theodore Francis Green State Airport
PVF,38.72,-120.75,Placerville Airport
PVU,40.22,-111.72,Provo Municipal Airport
PVW,34.17,-101.72,Hale County Airport
PVZ,41.73,-81.22,Casement Airport
PWA,35.53,-97.65,Wiley Post Airport
PWD,48.79,-104.53,Sher-Wood Airport
PWK,42.11,-87.90,Chicago Executive Airport
PWM,43.65,-70.31,Portland International Jetport
PWT,47.49,-122.76,Bremerton National Airport
KPY,57.93,-153.04,Port Bailey Seaplane Base
PYM,41.91,-70.73,Plymouth Municipal Airport
KQA,54.13,-165.78,Akutan Seaplane Base
RAC,42.76,-87.82,John H Batten Airport
RAL,33.95,-117.44,Riverside Municipal Airport
RAP,44.05,-103.06,Rapid City Regional Airport
RBD,32.68,-96.87,Dallas Executive Airport
RBG,43.24,-123.36,Roseburg Regional Airport
RBL,40.15,-122.25,Red Bluff Municipal Airport
RBW,32.92,-80.64,Lowcountry Regional Airport
RCA,44.15,-103.10,Ellsworth Air Force Base
RCK,30.63,-96.99,H H Coffield Regional Airport
RCR,41.07,-86.18,Fulton County Airport
RCT,43.90,-85.52,Nartron Field
RDD,40.51,-122.29,Redding Municipal Airport
RDG,40.38,-75.97,Reading Regional Carl A Spaatz Field
RDM,44.25,-121.15,Roberts Field
RDR,47.96,-97.40,Grand Forks Air Force Base
RDU,35.88,-78.79,Raleigh Durham International Airport
REO,42.58,-117.89,Rome State Airport
RFD,42.20,-89.10,Chicago Rockford International Airport
RFG,28.29,-97.32,Rooke Field
RHI,45.63,-89.47,Rhinelander Oneida County Airport
RHV,37.33,-121.82,Reid-Hillview Airport of Santa Clara County
RIC,37.51,-77.32,Richmond International Airport
RIL,39.53,-107.73,Garfield County Regional Airport
RIV,33.88,-117.26,March ARB Airport
RIW,43.06,-108.46,Riverton Regional Airport
RKD,44.06,-69.10,Knox County Regional Airport
RKP,28.09,-97.04,Aransas County Airport
RKS,41.59,-109.07,Southwest Wyoming Regional Airport
RKW,35.92,-84.69,Rockwood Municipal Airport
RME,43.23,-75.41,Griffiss International Airport
RMG,34.35,-85.16,Richard B Russell Airport
RNC,35.70,-85.84,Warren County Memorial Airport
RND,29.53,-98.28,Randolph Air Force Base
RNO,39.50,-119.77,Reno Tahoe International Airport
RNT,47.49,-122.22,Renton Municipal Airport
ROA,37.33,-79.98,RoanokeâBlacksburg Regional Airport
ROC,43.12,-77.67,Greater Rochester International Airport
ROG,36.37,-94.11,Rogers Municipal Airport-Carter Field
ROW,33.30,-104.53,Roswell Air Center Airport
ROX,48.86,-95.70,Roseau Municipal Rudy Billberg Field
RIE,45.42,-91.77,Rice Lake Regional Airport - Carl's Field
RPX,46.48,-108.54,Roundup Airport
WBR,43.72,-85.50,Roben Hood Airport
RQO,35.47,-98.01,El Reno Regional Airport
RRL,45.20,-89.71,Merrill Municipal Airport
RRT,48.94,-95.35,Warroad International Memorial Airport
RSL,38.87,-98.81,Russell Municipal Airport
RSN,32.51,-92.59,Ruston Regional Airport
RST,43.91,-92.50,Rochester International Airport
RSW,26.54,-81.76,Southwest Florida International Airport
RTN,36.74,-104.50,Raton Municipal-Crews Field
SRW,35.65,-80.52,Mid-Carolina Regional Airport
RUT,43.53,-72.95,Rutland - Southern Vermont Regional Airport
RED,40.68,-77.63,Mifflin County Airport
RVS,36.04,-95.98,Richard Lloyd Jones Jr Airport
RWF,44.55,-95.08,Redwood Falls Municipal Airport
RWI,35.86,-77.89,Rocky Mount Wilson Regional Airport
RWL,41.81,-107.20,Rawlins Municipal Airport/Harvey Field
RXE,43.83,-111.81,Rexburg Madison County Airport
RNZ,40.95,-87.18,Jasper County Airport
RZZ,36.44,-77.71,Halifax County Airport
AHM,42.19,-122.66,Ashland Municipal Sumner Parker Field
BDY,43.09,-124.41,Bandon State Airport
SUO,43.88,-121.45,Sunriver Airport
MDJ,44.67,-121.15,Madras Municipal Airport
PRZ,44.29,-120.90,Prineville Airport
IDH,45.94,-116.12,Idaho County Airport
SAA,41.44,-106.82,Shively Field
SAC,38.51,-121.49,Sacramento Executive Airport
SAD,32.85,-109.64,Safford Regional Airport
SAF,35.62,-106.09,Santa Fe Municipal Airport
SAN,32.73,-117.19,San Diego International Airport
SAR,38.15,-89.70,Sparta Community Hunter Field
SAT,29.53,-98.47,San Antonio International Airport
SAV,32.13,-81.20,Savannah Hilton Head International Airport
MQT,46.35,-87.40,Sawyer International Airport
SBA,34.43,-119.84,Santa Barbara Municipal Airport
SBD,34.10,-117.24,San Bernardino International Airport
SBM,43.77,-87.85,Sheboygan County Memorial Airport
SBN,41.71,-86.32,South Bend Regional Airport
SBP,35.24,-120.64,San Luis County Regional Airport
SBS,40.52,-106.87,Steamboat Springs Bob Adams Field
SBX,48.54,-111.87,Shelby Airport
SBY,38.34,-75.51,Salisbury Ocean City Wicomico Regional Airport
SCB,41.61,-96.63,Scribner State Airport
SCH,42.85,-73.93,Schenectady County Airport
SCK,37.89,-121.24,Stockton Metropolitan Airport
SDF,38.17,-85.74,Louisville Muhammad Ali International Airport
SCF,33.62,-111.91,Scottsdale Airport
SDM,32.57,-116.98,Brown Field Municipal Airport
SDY,47.71,-104.19,Sidney - Richland Regional Airport
SEA,47.45,-122.31,Seattle Tacoma International Airport
SEE,32.83,-116.97,Gillespie Field
SEF,27.46,-81.34,Sebring Regional Airport
SEG,40.82,-76.86,Penn Valley Airport
SEM,32.34,-86.99,Craig Field
