Destination Airport,Lat,Long,name
SEP,32.22,-98.18,Stephenville Clark Regional Airport
SER,38.92,-85.91,Freeman Municipal Airport
SDX,34.85,-111.79,Sedona Airport
SFB,28.78,-81.24,Orlando Sanford International Airport
SFF,47.68,-117.32,Felts Field
SFM,43.39,-70.71,Sanford Seacoast Regional Airport
SFO,37.62,-122.38,San Francisco International Airport
SFZ,41.92,-71.49,North Central State Airport
SGF,37.25,-93.39,Springfield Branson National Airport
SGH,39.84,-83.84,Springfield-Beckley Municipal Airport
UST,29.96,-81.34,Northeast Florida Regional Airport
SGR,29.62,-95.66,Sugar Land Regional Airport
SGT,34.60,-91.57,Stuttgart Municipal Airport / Carl Humphrey Field
SGU,37.04,-113.51,St George Municipal Airport
SHD,38.26,-78.90,Shenandoah Valley Regional Airport
SHN,47.23,-123.15,Sanderson Field
SHR,44.77,-106.98,Sheridan County Airport
SHV,32.45,-93.83,Shreveport Regional Airport
SIK,36.90,-89.56,Sikeston Memorial Municipal Airport
SIV,39.11,-87.45,Sullivan County Airport
SJC,37.36,-121.93,Norman Y. Mineta San Jose International Airport
SJN,34.52,-109.38,St Johns Industrial Air Park
SJT,31.36,-100.50,San Angelo Regional Mathis Field
SKA,47.62,-117.66,Fairchild Air Force Base
SKF,29.38,-98.58,Lackland Air Force Base
TSM,36.46,-105.67,Taos Regional Airport
SKY,41.43,-82.65,Griffing Sandusky Airport
SLB,42.60,-95.24,Storm Lake Municipal Airport
SLC,40.79,-111.98,Salt Lake City International Airport
SLE,44.91,-123.00,Salem Municipal Airport/McNary Field
SLG,36.19,-94.49,Smith Field
SLK,44.39,-74.21,Adirondack Regional Airport
SLN,38.79,-97.65,Salina Municipal Airport
SLO,38.64,-88.96,Salem Leckrone Airport
SLR,33.16,-95.62,Sulphur Springs Municipal Airport
SMD,41.14,-85.15,Smith Field
SME,37.05,-84.62,Lake Cumberland Regional Airport
SMF,38.70,-121.59,Sacramento International Airport
SMN,45.12,-113.88,Lemhi County Airport
SMO,34.02,-118.45,Santa Monica Municipal Airport
SUM,33.99,-80.36,Sumter Airport
SMX,34.90,-120.46,Santa Maria Pub/Capt G Allan Hancock Field
SNA,33.68,-117.87,John Wayne Airport-Orange County Airport
SNK,32.69,-100.95,Winston Field
SNL,35.36,-96.94,Shawnee Regional Airport
SNS,36.66,-121.61,Salinas Municipal Airport
SNY,41.10,-102.99,Sidney Municipal-Lloyd W Carr Field
SOP,35.24,-79.39,Moore County Airport
SOW,34.27,-110.01,Show Low Regional Airport
SPA,34.92,-81.96,Spartanburg Downtown Memorial Airport
SPF,44.48,-103.78,Black Hills Airport-Clyde Ice Field
SPG,27.77,-82.63,Albert Whitted Airport
SPI,39.84,-89.68,Abraham Lincoln Capital Airport
SPS,33.99,-98.49,Sheppard Air Force Base-Wichita Falls Municipal Airport
SPW,43.17,-95.20,Spencer Municipal Airport
SQI,41.74,-89.68,Whiteside County Airport-Joseph H Bittorf Field
SQL,37.51,-122.25,San Carlos Airport
SRQ,27.40,-82.55,Sarasota Bradenton International Airport
RUI,33.46,-105.54,Sierra Blanca Regional Airport
SSC,33.97,-80.47,Shaw Air Force Base
SSF,29.34,-98.47,Stinson Municipal Airport
SSI,31.15,-81.39,St Simons Island Airport
STC,45.55,-94.06,St Cloud Regional Airport
STE,44.55,-89.53,Stevens Point Municipal Airport
STJ,39.77,-94.91,Rosecrans Memorial Airport
STK,40.62,-103.26,Sterling Municipal Airport
STL,38.75,-90.37,St Louis Lambert International Airport
STP,44.93,-93.06,St Paul Downtown Holman Field
STS,38.51,-122.81,Charles M. Schulz Sonoma County Airport
SUA,27.18,-80.22,Witham Field
SUD,35.79,-96.66,Stroud Municipal Airport
SUE,44.84,-87.42,Door County Cherryland Airport
SUN,43.50,-114.30,Friedman Memorial Airport
SUS,38.66,-90.65,Spirit of St Louis Airport
SUU,38.26,-121.93,Travis Air Force Base
SUW,46.69,-92.09,Richard I Bong Airport
SUX,42.40,-96.38,Sioux Gateway Airport/Brigadier General Bud Day Field
SVC,32.63,-108.15,Grant County Airport
SVE,40.38,-120.57,Susanville Municipal Airport
SVH,35.77,-80.95,Statesville Regional Airport
SVN,32.01,-81.15,Hunter Army Air Field
SWF,41.50,-74.10,New York Stewart International Airport
SWO,36.16,-97.09,Stillwater Regional Airport
SWW,32.47,-100.47,Avenger Field
SYI,35.56,-86.44,Bomar Field Shelbyville Municipal Airport
SYR,43.11,-76.11,Syracuse Hancock International Airport
SYV,31.56,-83.90,Sylvester Airport
SZL,38.73,-93.55,Whiteman Air Force Base
TBC,36.09,-111.38,Tuba City Airport
TAD,37.26,-104.34,Perry Stokes Airport
KTB,55.69,-132.54,Thorne Bay Seaplane Base
TBN,37.74,-92.14,Waynesville-St. Robert Regional Forney field
TBR,32.48,-81.74,Statesboro Bulloch County Airport
TCC,35.18,-103.60,Tucumcari Municipal Airport
TCL,33.22,-87.61,Tuscaloosa Regional Airport
TCM,47.14,-122.48,McChord Air Force Base
TCS,33.24,-107.27,Truth Or Consequences Municipal Airport
TDO,46.48,-122.81,Ed Carlson Memorial Field South Lewis County Airport
TDW,35.17,-101.83,Tradewind Airport
TDZ,41.56,-83.48,Toledo Executive Airport
TEB,40.85,-74.06,Teterboro Airport
TEX,37.95,-107.91,Telluride Regional Airport
THA,35.38,-86.25,Tullahoma Regional Arpt/Wm Northern Field
THM,47.57,-115.28,Thompson Falls Airport
THV,39.92,-76.87,York Airport
TIK,35.41,-97.39,Tinker Air Force Base
TIW,47.27,-122.58,Tacoma Narrows Airport
TIX,28.51,-80.80,Space Coast Regional Airport
KNT,36.23,-90.04,Kennett Memorial Airport
TLH,30.40,-84.35,Tallahassee Regional Airport
TLR,36.16,-119.33,Mefford Field
TMA,31.43,-83.49,Henry Tift Myers Airport
TMB,25.65,-80.43,Miami Executive Airport
OTK,45.42,-123.81,Tillamook Airport
TNP,34.13,-115.95,Twentynine Palms Airport
TNT,25.86,-80.90,Dade Collier Training and Transition Airport
TNU,41.67,-93.02,Newton Municipal Airport
XSD,37.80,-116.78,Tonopah Test Range Airport
TOA,33.80,-118.34,Zamperini Field
TOC,34.59,-83.30,Toccoa Airport - R.G. Letourneau Field
TOI,31.86,-86.01,Troy Municipal Airport at N Kenneth Campbell Field
TOL,41.59,-83.81,Toledo Express Airport
TOP,39.07,-95.62,Philip Billard Municipal Airport
TOR,42.06,-104.15,Torrington Municipal Airport
TPA,27.98,-82.53,Tampa International Airport
TPF,27.92,-82.45,Peter O Knight Airport
TPH,38.06,-117.09,Tonopah Airport
TPL,31.15,-97.41,Draughon Miller Central Texas Regional Airport
TRI,36.48,-82.41,Tri-Cities Regional TN/VA Airport
TKF,39.32,-120.14,Truckee Tahoe Airport
TRL,32.71,-96.27,Terrell Municipal Airport
TRM,33.63,-116.16,Jacqueline Cochran Regional Airport
TSP,35.13,-118.44,Tehachapi Municipal Airport
TTD,45.55,-122.40,Portland Troutdale Airport
TTN,40.28,-74.81,Trenton Mercer Airport
TUL,36.20,-95.89,Tulsa International Airport
TUP,34.27,-88.77,Tupelo Regional Airport
TUS,32.12,-110.94,Tucson International Airport / Morris Air National Guard Base
TVC,44.74,-85.58,Cherry Capital Airport
TVF,48.07,-96.18,Thief River Falls Regional Airport
TVI,30.90,-83.88,Thomasville Regional Airport
TVL,38.89,-120.00,Lake Tahoe Airport
TWF,42.48,-114.49,Joslin Field Magic Valley Regional Airport
TXK,33.45,-93.99,Texarkana Regional Webb Field
TYZ,34.45,-110.11,Taylor Airport
TYR,32.35,-95.40,Tyler Pounds Regional Airport
TYS,35.81,-83.99,McGhee Tyson Airport
BFG,37.55,-110.71,Bullfrog Basin Airport
NPH,39.74,-111.87,Nephi Municipal Airport
RVR,38.96,-110.23,Green River Municipal Airport
PNU,37.85,-112.39,Panguitch Municipal Airport
ICS,44.49,-116.02,Cascade Airport
UBS,33.47,-88.38,Columbus Lowndes County Airport
UCY,36.38,-88.99,Everett-Stewart Regional Airport
UDD,33.75,-116.28,Bermuda Dunes Airport
UES,43.04,-88.24,Waukesha County Airport
UGN,42.42,-87.87,Waukegan National Airport
UIL,47.94,-124.56,Quillayute Airport
UIN,39.94,-91.19,Quincy Regional Baldwin Field
UIZ,42.66,-82.97,Berz-Macomb Airport
IKB,36.22,-81.10,Wilkes County Airport
UKI,39.13,-123.20,Ukiah Municipal Airport
UKT,40.44,-75.38,Quakertown Airport
ULM,44.32,-94.50,New Ulm Municipal Airport
ATO,39.21,-82.23,Ohio University Snyder Field
UNU,43.43,-88.70,Dodge County Airport
SCE,40.85,-77.85,University Park Airport
UOS,35.21,-85.90,Franklin County Airport
UOX,34.38,-89.54,University Oxford Airport
UTM,34.68,-90.35,Tunica Municipal Airport
HTV,30.75,-95.59,Huntsville Regional Airport
NPT,41.53,-71.28,Newport State Airport
UVA,29.21,-99.74,Garner Field
RKH,34.99,-81.06,Rock Hill - York County Airport
VAD,30.97,-83.19,Moody Air Force Base
LLY,39.94,-74.85,South Jersey Regional Airport
VBG,34.74,-120.58,Vandenberg Air Force Base
VCT,28.85,-96.92,Victoria Regional Airport
VCV,34.60,-117.38,Southern California Logistics Airport
VDI,32.19,-82.37,Vidalia Regional Airport
VEL,40.44,-109.51,Vernal Regional Airport
VGT,36.21,-115.19,North Las Vegas Airport
VHN,31.06,-104.78,Culberson County Airport
VIH,38.13,-91.77,Rolla National Airport
VIS,36.32,-119.39,Visalia Municipal Airport
VJI,36.69,-82.03,Virginia Highlands Airport
VKS,32.24,-90.93,Vicksburg Municipal Airport
VLA,38.99,-89.17,Vandalia Municipal Airport
VLD,30.78,-83.28,Valdosta Regional Airport
VNC,27.07,-82.44,Venice Municipal Airport
VNY,34.21,-118.49,Van Nuys Airport
VOK,43.94,-90.25,Volk Field
VPS,30.48,-86.53,Destin-Ft Walton Beach Airport
VPZ,41.45,-87.01,Porter County Municipal Airport
VQQ,30.22,-81.88,Cecil Airport
VRB,27.66,-80.42,Vero Beach Regional Airport
VSF,43.34,-72.52,Hartness State (Springfield) Airport
VTN,42.86,-100.55,Miller Field
VYS,41.35,-89.15,Illinois Valley Regional Airport-Walter A Duncan Field
GTY,39.84,-77.27,Gettysburg Regional Airport
SQV,48.10,-123.19,Sequim Valley Airport
PGC,38.99,-79.15,Grant County Airport
WAL,37.94,-75.47,Wallops Flight Facility Airport
WAY,39.90,-80.13,Greene County Airport
WBW,41.30,-75.85,Wilkes Barre Wyoming Valley Airport
WDG,36.38,-97.79,Enid Woodring Regional Airport
WDR,33.98,-83.67,Barrow County Airport
KWF,55.30,-133.24,Waterfall Seaplane Base
WHP,34.26,-118.41,Whiteman Airport
WJF,34.74,-118.22,General WM J Fox Airfield
WLD,37.17,-97.04,Strother Field
WLW,39.52,-122.22,Willows Glenn County Airport
WMC,40.90,-117.81,Winnemucca Municipal Airport
KWP,57.77,-153.55,West Point Village Seaplane Base
WRB,32.64,-83.59,Robins Air Force Base
WRI,40.02,-74.59,Mc Guire Air Force Base
WRL,43.97,-107.95,Worland Municipal Airport
WSD,32.34,-106.40,Condron Army Air Field
WST,41.35,-71.80,Westerly State Airport
WVI,36.94,-121.79,Watsonville Municipal Airport
WVL,44.53,-69.68,Waterville Robert Lafleur Airport
WWD,39.01,-74.91,Cape May County Airport
WWR,36.44,-99.52,West Woodward Airport
WYS,44.69,-111.12,Yellowstone Airport
KYO,28.22,-82.37,Tampa North Aero Park Airport
KXA,55.54,-132.40,Kasaan Seaplane Base
XNA,36.28,-94.31,Northwest Arkansas Regional Airport
WBK,44.24,-84.18,West Branch Community Airport
YIP,42.24,-83.53,Willow Run Airport
YKM,46.57,-120.54,Yakima Air Terminal McAllister Field
YKN,42.92,-97.39,Chan Gurney Municipal Airport
KYL,25.09,-80.43,Port Largo Airport
YNG,41.26,-80.68,Youngstown Warren Regional Airport
KZB,57.55,-153.75,Zachar Bay Seaplane Base
ZPH,28.23,-82.16,Zephyrhills Municipal Airport
ZZV,39.94,-81.89,Zanesville Municipal Airport
LOR,31.36,-85.75,Lowe AHP (Fort Rucker) Heliport
LRO,37.84,-121.27,Sharpe AAF
LTH,36.63,-116.41,Lathrop Wells Airport / Jackass Aeropark
DRU,46.62,-113.21,Drummond Airport
UWA,42.28,-72.21,Ware Airport
MDR,63.11,-154.72,Medfra Airport
LIZ,46.95,-67.89,Loring International Airport
MGI,28.32,-96.46,Matagorda Island Air Force Base
MHN,42.04,-101.06,Hooker County Airport
MTX,64.81,-147.76,Metro Field
MXC,37.93,-109.34,Monticello Airport
MYK,61.34,-142.69,May Creek Airport
MPE,41.27,-72.55,Griswold Airport
EPG,40.87,-96.11,Browns Airport
HBB,32.77,-103.21,Industrial Airpark
NRC,37.41,-121.11,NASA Crows Landing Airport
UCC,36.95,-116.04,Yucca Airstrip
NLN,40.72,-123.93,Kneeland Airport
BZF,40.57,-122.41,Benton Field
OBK,42.14,-87.86,Sky Harbor Airport
DWN,35.45,-97.53,Downtown Airpark
AKB,52.22,-174.21,Atka Airport
PML,56.01,-160.56,Port Moller Airport
PTD,56.25,-134.65,Port Alexander Seaplane Base
PAQ,61.59,-149.09,"Warren ""Bud"" Woods Palmer Municipal Airport"
ATU,52.83,173.18,Casco Cove Coast Guard Station
BTI,70.13,-143.58,Barter Island LRRS Airport
BET,60.78,-161.84,Bethel Airport
BVU,61.17,-151.04,Beluga Airport
BIG,63.99,-145.72,Allen Army Airfield
BKC,65.98,-161.15,Buckland Airport
BMX,59.36,-155.26,Big Mountain Airport
BRW,71.29,-156.77,Wiley Post Will Rogers Memorial Airport
BTT,66.91,-151.53,Bettles Airport
CDB,55.21,-162.73,Cold Bay Airport
CEM,65.57,-144.78,Central Airport
CIK,66.64,-143.74,Chalkyitsik Airport
CYF,60.14,-164.28,Chefornak Airport
SCM,61.85,-165.57,Scammon Bay Airport
IRC,65.83,-144.08,Circle City /New/ Airport
CDV,60.49,-145.48,Merle K (Mudhole) Smith Airport
CXF,67.25,-150.20,Coldfoot Airport
CYT,60.08,-142.49,Yakataga Airport
CZF,61.78,-166.04,Cape Romanzof LRRS Airport
DRG,66.07,-162.77,Deering Airport
RDB,68.03,-162.90,Red Dog Airport
ADK,51.88,-176.65,Adak Airport
DLG,59.04,-158.51,Dillingham Airport
MLL,61.86,-162.03,Marshall Don Hunter Sr Airport
ADQ,57.75,-152.49,Kodiak Airport
DUT,53.90,-166.54,Unalaska Airport
KKH,59.96,-162.88,Kongiganak Airport
EDF,61.25,-149.81,Elmendorf Air Force Base
EEK,60.21,-162.04,Eek Airport
EAA,64.78,-141.15,Eagle Airport
EHM,58.65,-162.06,Cape Newenham LRRS Airport
EIL,64.67,-147.10,Eielson Air Force Base
ELV,58.20,-136.35,Elfin Cove Seaplane Base
EMK,62.79,-164.49,Emmonak Airport
ENA,60.57,-151.24,Kenai Municipal Airport
WWT,60.94,-164.64,Newtok Airport
FAI,64.82,-147.86,Fairbanks International Airport
FBK,64.84,-147.61,Ladd AAF Airfield
ABL,67.11,-157.86,Ambler Airport
FRN,61.27,-149.65,Bryant Army Heliport
NIB,63.02,-154.36,Nikolai Airport
FMC,65.93,-149.84,Five Mile Airport
FWL,62.51,-153.89,Farewell Airport
GAL,64.74,-156.94,Edward G. Pitka Sr Airport
GBH,68.48,-149.49,Galbraith Lake Airport
KWK,59.88,-163.17,Kwigillingok Airport
SHG,66.89,-157.16,Shungnak Airport
GKN,62.15,-145.46,Gulkana Airport
GLV,64.55,-163.01,Golovin Airport
GAM,63.77,-171.73,Gambell Airport
AGN,57.50,-134.59,Angoon Seaplane Base
BGQ,61.54,-149.81,Big Lake Airport
GST,58.43,-135.71,Gustavus Airport
NME,60.47,-164.70,Nightmute Airport
SGY,59.46,-135.32,Skagway Airport
HCR,62.19,-159.77,Holy Cross Airport
HSL,65.70,-156.35,Huslia Airport
HNS,59.24,-135.52,Haines Airport
HOM,59.65,-151.48,Homer Airport
HPB,61.52,-166.15,Hooper Bay Airport
HUS,66.04,-154.26,Hughes Airport
SHX,62.69,-159.57,Shageluk Airport
HYG,55.21,-132.83,Hydaburg Seaplane Base
IGG,59.32,-155.90,Igiugig Airport
EGX,58.19,-157.38,Egegik Airport
IAN,66.98,-160.44,Bob Baker Memorial Airport
ILI,59.75,-154.91,Iliamna Airport
UTO,65.99,-153.70,Indian Mountain LRRS Airport
MCL,63.73,-148.91,McKinley National Park Airport
WAA,65.62,-168.10,Wales Airport
JNU,58.35,-134.58,Juneau International Airport
KGK,59.73,-157.26,Koliganek Airport
KDK,57.81,-152.37,Kodiak Municipal Airport
KFP,54.85,-163.41,False Pass Airport
AKK,56.94,-154.18,Akhiok Airport
KPN,59.93,-164.03,Kipnuk Airport
KKA,64.94,-161.15,Koyuk Alfred Adams Airport
LKK,58.98,-155.12,Kulik Lake Airport
AKN,58.68,-156.65,King Salmon Airport
IKO,52.94,-168.85,Nikolski Air Station
AKP,68.13,-151.74,Anaktuvuk Pass Airport
KTN,55.36,-131.71,Ketchikan International Airport
UUK,70.33,-149.60,Ugnu-Kuparuk Airport
KAL,64.32,-158.74,Kaltag Airport
KLW,55.58,-133.08,Klawock Airport
KYK,57.57,-154.45,Karluk Airport
KLN,57.54,-153.98,Larsen Bay Airport
KLG,61.54,-160.34,Kalskag Airport
DQH,70.34,-150.95,Alpine Airstrip
WCR,67.50,-148.48,Chandalar Lake Airport
LUR,68.88,-166.11,Cape Lisburne LRRS Airport
KMO,58.99,-159.05,Manokotak Airport
MCG,62.95,-155.61,McGrath Airport
MDO,59.45,-146.31,Middleton Island Airport
LMA,63.89,-152.30,Minchumina Airport
SMK,63.49,-162.11,St Michael Airport
MLY,65.00,-150.64,Manley Hot Springs Airport
MTM,55.13,-131.58,Metlakatla Seaplane Base
MOU,62.10,-163.68,Mountain Village Airport
MRI,61.21,-149.84,Merrill Field
MXY,61.44,-142.90,Mc Carthy Airport
MYU,60.37,-166.27,Mekoryuk Airport
WNA,60.69,-161.98,Napakiak Airport
ANC,61.17,-150.00,Ted Stevens Anchorage International Airport
ANI,61.58,-159.54,Aniak Airport
ENN,64.55,-149.07,Nenana Municipal Airport
NNL,59.98,-154.84,Nondalton Airport
FNR,58.25,-134.90,Funter Bay Seaplane Base
ANN,55.04,-131.57,Annette Island Airport
NUL,64.73,-158.07,Nulato Airport
ANV,62.65,-160.19,Anvik Airport
KNW,59.45,-157.33,New Stuyahok Airport
OBU,66.91,-156.90,Kobuk Airport
PCA,58.91,-157.71,Portage Creek Airport
HNH,58.10,-135.41,Hoonah Airport
OME,64.51,-165.45,Nome Airport
OOK,60.54,-165.09,Toksook Bay Airport
ORT,62.96,-141.93,Northway Airport
OTZ,66.88,-162.60,Ralph Wien Memorial Airport
NLG,56.01,-161.16,Nelson Lagoon Airport
STG,56.58,-169.66,St George Airport
KPC,65.25,-166.86,Port Clarence Coast Guard Station
KPV,55.91,-159.16,Perryville Airport
PSG,56.80,-132.95,Petersburg James A Johnson Airport
PTH,56.96,-158.63,Port Heiden Airport
PKA,60.70,-161.78,Napaskiak Airport
PTU,59.01,-161.82,Platinum Airport
PIP,57.58,-157.57,Pilot Point Airport
PHO,68.35,-166.80,Point Hope Airport
PPC,66.81,-150.64,Prospect Creek Airport
KWN,59.76,-161.85,Quinhagak Airport
NUI,70.21,-151.01,Nuiqsut Airport
ARC,68.11,-145.58,Arctic Village Airport
RSH,61.78,-161.32,Russian Mission Airport
RBY,64.73,-155.47,Ruby Airport
SVA,63.69,-170.49,Savoonga Airport
SCC,70.19,-148.46,Deadhorse Airport
SDP,55.31,-160.52,Sand Point Airport
SHH,66.25,-166.09,Shishmaref Airport
SIT,57.05,-135.36,Sitka Rocky Gutierrez Airport
WLK,66.60,-159.99,Selawik Airport
SLQ,61.70,-157.17,Sleetmute Airport
KSM,62.06,-163.30,St Mary's Airport
SNP,57.17,-170.22,St Paul Island Airport
SOV,59.44,-151.70,Seldovia Airport
SMU,61.81,-147.51,Sheep Mountain Airport
UMM,63.33,-149.13,Summit Airport
SVW,61.10,-155.57,Sparrevohn LRRS Airport
SKW,61.97,-151.19,Skwentna Airport
SXQ,60.48,-151.03,Soldotna Airport
SYA,52.71,174.11,Eareckson Air Station
TAL,65.17,-152.11,Ralph M Calhoun Memorial Airport
TNC,65.56,-167.92,Tin City Long Range Radar Station Airport
TLA,65.24,-166.34,Teller Airport
TOG,59.05,-160.40,Togiak Airport
TKA,62.32,-150.09,Talkeetna Airport
TLJ,62.89,-155.98,Tatalina LRRS Airport
ATK,70.47,-157.44,Atqasuk Edward Burnell Sr Memorial Airport
AUK,62.68,-164.66,Alakanuk Airport
UMT,69.37,-152.14,Umiat Airport
UNK,63.89,-160.80,Unalakleet Airport
WOW,61.75,-150.05,Willow Airport
VAK,61.54,-165.60,Chevak Airport
KVC,55.12,-162.27,King Cove Airport
VDZ,61.13,-146.25,Valdez Pioneer Field
VEE,67.01,-146.37,Venetie Airport
KVL,67.74,-164.56,Kivalina Airport
WBQ,66.36,-147.41,Beaver Airport
SWD,60.13,-149.42,Seward Airport
WRG,56.48,-132.37,Wrangell Airport
AIN,70.64,-159.99,Wainwright Airport
WMO,64.69,-163.41,White Mountain Airport
WTK,67.57,-162.98,Noatak Airport
WWA,61.57,-149.54,Wasilla Airport
YAK,59.50,-139.66,Yakutat Airport
PEC,57.96,-136.24,Pelican Seaplane Base
AKI,60.90,-161.23,Akiak Airport
AET,66.55,-152.62,Allakaket Airport
PFC,45.20,-123.96,Pacific City State Airport
NCN,60.08,-147.99,Chenega Bay Airport
CLP,58.83,-158.53,Clarks Point Airport
ELI,64.61,-162.27,Elim Airport
KUK,60.87,-162.52,Kasigluk Airport
KNK,59.43,-154.80,Kokhanok Airport
KOT,63.03,-163.53,Kotlik Airport
KTS,65.33,-166.47,Brevig Mission Airport
KYU,64.88,-157.73,Koyukuk Airport
KWT,60.79,-161.44,Kwethluk Airport
ORV,66.82,-161.02,Robert (Bob) Curtis Memorial Airport
SKK,64.37,-161.22,Shaktoolik Airport
TKJ,63.33,-142.95,Tok Junction Airport
WSN,58.70,-157.01,South Naknek Nr 2 Airport
FYU,66.57,-145.25,Fort Yukon Airport
PGM,59.35,-151.83,Port Graham Airport
BKH,22.02,-159.79,Barking Sands Airport
HDH,21.58,-158.20,Dillingham Airfield
HHI,21.48,-158.04,Wheeler Army Airfield
HNM,20.80,-156.01,Hana Airport
JHM,20.96,-156.67,Kapalua Airport
JRF,21.31,-158.07,Kalaeloa Airport
KOA,19.74,-156.05,Ellison Onizuka Kona International At Keahole Airport
HKP,20.95,-156.69,Kaanapali Airport
LIH,21.98,-159.34,Lihue Airport
LUP,21.21,-156.97,Kalaupapa Airport
MKK,21.15,-157.10,Molokai Airport
MUE,20.00,-155.67,Waimea Kohala Airport
NGF,21.45,-157.77,Kaneohe Bay MCAS (Marion E. Carl Field) Airport
HNL,21.32,-157.92,Daniel K Inouye International Airport
LNY,20.79,-156.95,Lanai Airport
OGG,20.90,-156.43,Kahului Airport
PAK,21.90,-159.60,Port Allen Airport
BSF,19.76,-155.55,Bradshaw Army Airfield
ITO,19.72,-155.05,Hilo International Airport
UPP,20.27,-155.86,Upolu Airport
PIZ,69.73,-163.01,Point Lay LRRS Airport
PWR,56.38,-134.65,Port Walter Seaplane Base
PYL,60.69,-147.92,Perry Island Seaplane Base
RDV,61.79,-157.35,Red Devil Airport
REH,38.72,-75.12,Rehoboth Airport
RMP,65.51,-150.14,Rampart Airport
RZH,34.65,-118.21,Quartz Hill Airport
LPS,48.48,-122.94,Lopez Island Airport
KEH,47.75,-122.26,Kenmore Air Harbor Inc Seaplane Base
SAS,33.24,-115.95,Salton Sea Airport
SCR,41.48,-75.77,Scranton Municipal Airport.
SFR,34.29,-118.42,San Fernando Airport
SKJ,56.54,-154.14,Sitkinak Airport
SRF,38.06,-122.51,Hamilton Field
SRU,37.05,-122.03,Santa Cruz Sky Park
SRV,61.79,-156.59,Stony River 2 Airport
SSU,37.78,-80.34,Greenbrier Airport
SVS,66.02,-149.05,Stevens Village Airport
SXP,62.52,-164.85,Nunam Iqua Airport
SYB,58.37,-152.20,Seal Bay Seaplane Base
SYL,35.81,-120.74,Roberts Army Heliport
SYN,44.48,-93.02,Stanton Airfield
SZN,34.06,-119.92,Santa Cruz Island Airport
SZP,34.35,-119.06,Santa Paula Airport
TCT,62.99,-156.03,Takotna Airport
TKE,57.78,-135.22,Tenakee Seaplane Base
TKL,58.49,-133.94,Taku Lodge Seaplane Base
TLT,61.10,-160.97,Tuluksak Airport
PTA,60.20,-154.33,Port Alsworth Airport
TSG,63.37,-143.34,Tanacross Airport
TWH,33.43,-118.51,Two Harbors Amphibious Terminal
TYE,61.08,-151.14,Tyonek Airport
DBS,44.17,-112.23,Dubois Municipal Airport
UGB,57.43,-157.74,Ugashik Bay Airport
LHU,34.46,-114.36,Havasu Airpark
AHT,51.38,179.26,Amchitka Army Airfield
BNH,42.35,-71.03,Cape Air Seaplanes on Boston Harbor Seaplane Base
XWA,48.26,-103.75,Williston Basin International Airport
RTL,43.39,-95.14,Spirit Lake Municipal Airport
BPA,40.75,-73.50,Grumman Bethpage Airport
GMV,37.02,-110.20,Monument Valley Airport
FBS,48.54,-123.01,Friday Harbor Seaplane Base
RSJ,48.65,-122.87,Rosario Seaplane Base
LKE,47.63,-122.34,Kenmore Air Harbor Seaplane Base
RCE,48.61,-123.14,Roche Harbor Airport
WSX,48.62,-122.95,Westsound/Wsx Seaplane Base
WBB,63.52,-162.28,Stebbins Airport
WEA,32.75,-97.68,Parker County Airport
JBK,37.87,-122.31,Berkley Municipal Heliport
DTR,48.50,-122.81,Decatur Shores Airport
WSB,55.53,-133.64,Steamboat Bay Seaplane Base
UGI,57.73,-153.32,San Juan /Uganik/ Seaplane Base
WSM,67.40,-150.12,Wiseman Airport
GWV,39.95,-80.76,Glendale Fokker Field
MPB,25.78,-80.17,Miami Seaplane Base
XXZ,90.00,180.00,Modi
UKN,43.28,-91.47,Waukon Municipal Airport
KKI,60.90,-161.42,Akiachak Airport
BCC,63.57,-156.15,Bear Creek 3 Airport
JBT,60.78,-161.74,Bethel Seaplane Base
CZP,55.97,-133.80,Cape Pole Seaplane Base
KBW,56.30,-158.40,Chignik Bay Seaplane Base
KBC,66.27,-145.82,Birch Creek Airport
CZC,61.94,-145.29,Copper Center 2 Airport
ZNC,60.98,-159.99,Nyac Airport
